"Time","HomeSchedulingName","AwaySchedulingName","HomeTeam","AwayTeam","HomeScores","VisitorScores","Pool","Division","Field","ReservationGroup","Place","GameName"
"2019-07-27 17:20:00",,,"GeRey","Ars Ludendi","13","15","Vorrunde B","Open 1. Liga","2","open1","Darmstadt",
"2019-07-27 09:00:00",,,"Kiel2","Frank N.","11","15","Vorrunde A","Open 1. Liga","1","open1","Gemmrigheim",
"2019-07-27 10:40:00",,,"Bad Skid","BORA","15","9","Vorrunde A","Open 1. Liga","1","open1","Gemmrigheim",
"2019-07-27 12:20:00",,,"Frank N."," Frizzly Bears","14","15","Vorrunde A","Open 1. Liga","1","open1","Gemmrigheim",
"2019-07-27 14:00:00",,,"Hucks Ultimate Berlin","Bad Skid","7","15","Vorrunde A","Open 1. Liga","1","open1","Gemmrigheim",
"2019-07-27 15:40:00",,,"Frank N.","Heidees","11","15","Vorrunde A","Open 1. Liga","1","open1","Gemmrigheim",
"2019-07-27 17:20:00",,,"Bad Skid","Hässliche Erdferkel","15","11","Vorrunde A","Open 1. Liga","1","open1","Gemmrigheim",
"2019-07-27 09:00:00",,," Frizzly Bears","Heidees","13","15","Vorrunde A","Open 1. Liga","2","open1","Gemmrigheim",
"2019-07-27 10:40:00",,,"Hässliche Erdferkel","Hucks Ultimate Berlin","15","11","Vorrunde A","Open 1. Liga","2","open1","Gemmrigheim",
"2019-07-27 12:20:00",,,"Heidees","Kiel2","15","13","Vorrunde A","Open 1. Liga","2","open1","Gemmrigheim",
"2019-07-27 14:00:00",,,"BORA","Hässliche Erdferkel","13","15","Vorrunde A","Open 1. Liga","2","open1","Gemmrigheim",
"2019-07-27 15:40:00",,," Frizzly Bears","Kiel2","15","11","Vorrunde A","Open 1. Liga","2","open1","Gemmrigheim",
"2019-07-27 17:20:00",,,"BORA","Hucks Ultimate Berlin","15","10","Vorrunde A","Open 1. Liga","2","open1","Gemmrigheim",
"2019-07-27 09:00:00",,,"Frühsport 0,2","Caracals","8","14","Vorrunde A","Open 2. Liga Nord","1","open2n","Bremen",
"2019-07-27 10:40:00",,,"Deine Mudder Bremen","TeKielas","15","12","Vorrunde A","Open 2. Liga Nord","1","open2n","Bremen",
"2019-07-27 12:20:00",,,"Disckick","Frühsport 0,2","6","12","Vorrunde A","Open 2. Liga Nord","1","open2n","Bremen",
"2019-07-27 14:00:00",,,"Hard2Fisch","Deine Mudder Bremen","13","15","Vorrunde A","Open 2. Liga Nord","1","open2n","Bremen",
"2019-07-27 15:40:00",,,"Frühsport 0,2","Drehst'n Deckel","3","15","Vorrunde A","Open 2. Liga Nord","1","open2n","Bremen",
"2019-07-27 17:20:00",,,"TeKielas","Hard2Fisch","6","15","Vorrunde A","Open 2. Liga Nord","1","open2n","Bremen",
"2019-07-27 09:00:00",,,"Drehst'n Deckel","Disckick","15","6","Vorrunde A","Open 2. Liga Nord","2","open2n","Bremen",
"2019-07-27 10:40:00",,,"Goldfingers","Hard2Fisch","14","9","Vorrunde A","Open 2. Liga Nord","2","open2n","Bremen",
"2019-07-27 12:20:00",,,"Caracals","Drehst'n Deckel","11","15","Vorrunde A","Open 2. Liga Nord","2","open2n","Bremen",
"2019-07-27 14:00:00",,,"TeKielas","Goldfingers","8","15","Vorrunde A","Open 2. Liga Nord","2","open2n","Bremen",
"2019-07-27 15:40:00",,,"Caracals","Disckick","15","11","Vorrunde A","Open 2. Liga Nord","2","open2n","Bremen",
"2019-07-27 17:20:00",,,"Deine Mudder Bremen","Goldfingers","12","11","Vorrunde A","Open 2. Liga Nord","2","open2n","Bremen",
"2019-07-27 09:00:00",,,"Gummibärchen","2MUCL","15","4","Vorrunde A","Open 2. Liga Süd","1","open2s","Bad Rappenau",
"2019-07-27 10:40:00",,,"Feldrenner","Force Middle","7","15","Vorrunde A","Open 2. Liga Süd","1","open2s","Bad Rappenau",
"2019-07-27 12:20:00",,,"7Schwaben II","Gummibärchen","5","15","Vorrunde A","Open 2. Liga Süd","1","open2s","Bad Rappenau",
"2019-07-27 14:00:00",,,"THW","Feldrenner","15","9","Vorrunde A","Open 2. Liga Süd","1","open2s","Bad Rappenau",
"2019-07-27 15:40:00",,,"Gummibärchen","Wolpertinger","15","12","Vorrunde A","Open 2. Liga Süd","1","open2s","Bad Rappenau",
"2019-07-27 17:20:00",,,"Force Middle","THW","15","10","Vorrunde A","Open 2. Liga Süd","1","open2s","Bad Rappenau",
"2019-07-27 09:00:00",,,"Wolpertinger","7Schwaben II","14","15","Vorrunde A","Open 2. Liga Süd","2","open2s","Bad Rappenau",
"2019-07-27 10:40:00",,,"Bad Raps","THW","15","11","Vorrunde A","Open 2. Liga Süd","2","open2s","Bad Rappenau",
"2019-07-27 12:20:00",,,"2MUCL","Wolpertinger","9","15","Vorrunde A","Open 2. Liga Süd","2","open2s","Bad Rappenau",
"2019-07-27 14:00:00",,,"Force Middle","Bad Raps","9","15","Vorrunde A","Open 2. Liga Süd","2","open2s","Bad Rappenau",
"2019-07-27 15:40:00",,,"2MUCL","7Schwaben II","15","10","Vorrunde A","Open 2. Liga Süd","2","open2s","Bad Rappenau",
"2019-07-27 17:20:00",,,"Feldrenner","Bad Raps","6","15","Vorrunde A","Open 2. Liga Süd","2","open2s","Bad Rappenau",
"2019-07-27 09:00:00",,,"DJ Dahlem","MULe","15","9","Pool A","Open 3. Liga NO","1","open3no","Magdeburg",
"2019-07-27 10:40:00",,,"Mad Squid","EazyEastKoast","14","8","Pool A","Open 3. Liga NO","1","open3no","Magdeburg",
"2019-07-27 13:10:00",,,"EazyEastKoast","Schleudertrauma","15","0","Pool A","Open 3. Liga NO","1","open3no","Magdeburg",
"2019-07-27 14:50:00",,,"Mad Squid","MULe","15","7","Pool A","Open 3. Liga NO","1","open3no","Magdeburg",
"2019-07-27 16:30:00",,,"DJ Dahlem","EazyEastKoast","11","15","Pool A","Open 3. Liga NO","1","open3no","Magdeburg",
"2019-07-27 18:10:00",,,"Mitteldeutscher Rundflug","Mad Squid","9","15","Pool A","Open 3. Liga NO","1","open3no","Magdeburg",
"2019-07-27 10:40:00",,,"Schleudertrauma","Mitteldeutscher Rundflug","0","15","Pool A","Open 3. Liga NO","2","open3no","Magdeburg",
"2019-07-27 13:10:00",,,"Mitteldeutscher Rundflug","DJ Dahlem","10","15","Pool A","Open 3. Liga NO","2","open3no","Magdeburg",
"2019-07-27 18:10:00",,,"MULe","Schleudertrauma","15","0","Pool A","Open 3. Liga NO","2","open3no","Magdeburg",
"2019-07-27 09:00:00",,,"FrankPauli","Spice Boyz","11","15","Pool A","Open 3. Liga Süd","1","open3s","Würzburg",
"2019-07-27 10:40:00",,,"Sturm und Drang","Wer(f)wölfle","15","6","Pool A","Open 3. Liga Süd","1","open3s","Würzburg",
"2019-07-27 13:10:00",,,"Wer(f)wölfle","Schwabing Frisbee Buam e.V.","13","15","Pool A","Open 3. Liga Süd","1","open3s","Würzburg",
"2019-07-27 14:50:00",,,"Sturm und Drang","Spice Boyz","15","3","Pool A","Open 3. Liga Süd","1","open3s","Würzburg",
"2019-07-27 16:30:00",,,"FrankPauli","Wer(f)wölfle","12","15","Pool A","Open 3. Liga Süd","1","open3s","Würzburg",
"2019-07-27 18:10:00",,,"Paradisco","Sturm und Drang","15","13","Pool A","Open 3. Liga Süd","1","open3s","Würzburg",
"2019-07-27 10:40:00",,,"Schwabing Frisbee Buam e.V.","Paradisco","7","15","Pool A","Open 3. Liga Süd","2","open3s","Würzburg",
"2019-07-27 13:10:00",,,"Paradisco","FrankPauli","15","5","Pool A","Open 3. Liga Süd","2","open3s","Würzburg",
"2019-07-27 18:10:00",,,"Spice Boyz","Schwabing Frisbee Buam e.V.","7","15","Pool A","Open 3. Liga Süd","2","open3s","Würzburg",
"2019-07-28 08:00:00",,,"Frisbielefeld","DU bist Frisbee","8","15","Pool A","Open 3. Liga NW","1","open3nw","Bochum",
"2019-07-28 09:40:00",,,"Bonobos","Die 7 Todsünden","15","3","Pool A","Open 3. Liga NW","1","open3nw","Bochum",
"2019-07-28 11:20:00",,,"Bonnsai","Frisbielefeld","15","3","Pool A","Open 3. Liga NW","1","open3nw","Bochum",
"2019-07-28 13:00:00",,,"DU bist Frisbee","Die 7 Todsünden","15","4","Pool A","Open 3. Liga NW","1","open3nw","Bochum",
"2019-07-28 14:40:00","Pool A 1","Pool A 2","Bonnsai","DU bist Frisbee","15","9","Finale","Open 3. Liga NW","1","open3nw","Bochum",
"2019-07-28 09:00:00",,,"Woodchicas","JinX","11","13","Pool A","Damen 1. Liga","1","damen1","Gießen",
"2019-07-28 10:40:00",,,"Seagulls","MarGie","13","10","Pool A","Damen 1. Liga","1","damen1","Gießen",
"2019-07-28 12:20:00",,,"Heidelbärchen","Woodchicas","15","12","Pool A","Damen 1. Liga","1","damen1","Gießen",
"2019-07-28 14:00:00",,,"Seagulls","Mainzelmädchen","7","15","Pool A","Damen 1. Liga","1","damen1","Gießen",
"2019-07-28 09:00:00",,,"Heidelbärchen","Frankas","15","6","Pool A","Damen 1. Liga","2","damen1","Gießen",
"2019-07-28 10:40:00",,,"Mainzelmädchen","Black Foxx","15","5","Pool A","Damen 1. Liga","2","damen1","Gießen",
"2019-07-28 12:20:00",,,"JinX","Frankas","15","3","Pool A","Damen 1. Liga","2","damen1","Gießen",
"2019-07-28 14:00:00",,,"Black Foxx","MarGie","14","8","Pool A","Damen 1. Liga","2","damen1","Gießen",
"2019-07-28 09:00:00",,,"Bonobos ","Hucks Ultimate Club Berlin","11","14","Pool A","Damen 2. Liga Nord","1","damen2n","Magdeburg",
"2019-07-28 10:40:00",,,"M-Pfau","Nullacht! Ultimate","15","0","Pool A","Damen 2. Liga Nord","1","damen2n","Magdeburg",
"2019-07-28 12:20:00",,,"U de Cologne","Bonobos ","11","10","Pool A","Damen 2. Liga Nord","1","damen2n","Magdeburg",
"2019-07-28 14:00:00",,,"Saxy Berries","Gulls2Sea","15","4","Pool A","Damen 2. Liga Nord","1","damen2n","Magdeburg",
"2019-07-28 09:00:00",,,"Goldfingers PotsDamen","U de Cologne","1","15","Pool A","Damen 2. Liga Nord","2","damen2n","Magdeburg",
"2019-07-28 10:40:00",,,"Gulls2Sea","DAX","15","6","Pool A","Damen 2. Liga Nord","2","damen2n","Magdeburg",
"2019-07-28 12:20:00",,,"Hucks Ultimate Club Berlin","Goldfingers PotsDamen","15","6","Pool A","Damen 2. Liga Nord","2","damen2n","Magdeburg",
"2019-07-28 14:00:00",,,"M-Pfau","DAX","15","5","Pool A","Damen 2. Liga Nord","2","damen2n","Magdeburg",
"2019-07-28 09:00:00",,,"Mainz Ludendi","Paradisca Jena","0","15","Pool A","Damen 2. Liga Süd","1","damen2s","Bad Rappenau",
"2019-07-28 11:30:00",,,"Bad Chicks","Chicyrria","0","15","Pool A","Damen 2. Liga Süd","1","damen2s","Bad Rappenau",
"2019-07-28 14:00:00",,,"GoHo Girls","Bad Chicks","15","0","Pool A","Damen 2. Liga Süd","1","damen2s","Bad Rappenau",
"2019-07-28 09:00:00",,,"Chicyrria","GoHo Girls","10","14","Pool A","Damen 2. Liga Süd","2","damen2s","Bad Rappenau",
"2019-07-28 11:30:00",,,"Paradisca Jena","Frau Rauscher","5","13","Pool A","Damen 2. Liga Süd","2","damen2s","Bad Rappenau",
"2019-07-28 14:00:00",,,"Frau Rauscher","Mainz Ludendi","15","0","Pool A","Damen 2. Liga Süd","2","damen2s","Bad Rappenau",
"2019-07-28 09:00:00",,,"Family Ultimate","Ars Ludendi","11","15","Vorrunde B","Open 1. Liga","1","open1","Darmstadt",
"2019-07-28 10:40:00",,,"M.U.C.","Funatics","15","7","Vorrunde B","Open 1. Liga","1","open1","Darmstadt",
"2019-07-28 12:20:00",,,"Wall City","Family Ultimate","15","10","Vorrunde B","Open 1. Liga","1","open1","Darmstadt",
"2019-07-28 14:00:00",,,"7Schwaben","M.U.C.","15","12","Vorrunde B","Open 1. Liga","1","open1","Darmstadt",
"2019-07-28 09:00:00",,,"Wall City","Hardfisch","15","13","Vorrunde B","Open 1. Liga","2","open1","Darmstadt",
"2019-07-28 10:40:00",,,"7Schwaben","GeRey","15","8","Vorrunde B","Open 1. Liga","2","open1","Darmstadt",
"2019-07-28 12:20:00",,,"Ars Ludendi","Hardfisch","15","11","Vorrunde B","Open 1. Liga","2","open1","Darmstadt",
"2019-07-28 14:00:00",,,"Funatics","GeRey","10","15","Vorrunde B","Open 1. Liga","2","open1","Darmstadt",
"2019-07-28 09:00:00",,,"Frank N.","Hucks Ultimate Berlin","15","9","Vorrunde A","Open 1. Liga","1","open1","Gemmrigheim",
"2019-07-28 10:40:00",,,"Bad Skid","Kiel2","15","10","Vorrunde A","Open 1. Liga","1","open1","Gemmrigheim",
"2019-07-28 12:20:00",,,"Hässliche Erdferkel","Frank N.","12","15","Vorrunde A","Open 1. Liga","1","open1","Gemmrigheim",
"2019-07-28 14:00:00",,,"Heidees","Bad Skid","8","15","Vorrunde A","Open 1. Liga","1","open1","Gemmrigheim",
"2019-07-28 09:00:00",,,"Hässliche Erdferkel"," Frizzly Bears","10","15","Vorrunde A","Open 1. Liga","2","open1","Gemmrigheim",
"2019-07-28 10:40:00",,,"Heidees","BORA","15","11","Vorrunde A","Open 1. Liga","2","open1","Gemmrigheim",
"2019-07-28 12:20:00",,,"Hucks Ultimate Berlin"," Frizzly Bears","6","15","Vorrunde A","Open 1. Liga","2","open1","Gemmrigheim",
"2019-07-28 14:00:00",,,"Kiel2","BORA","8","15","Vorrunde A","Open 1. Liga","2","open1","Gemmrigheim",
"2019-07-28 09:00:00",,,"Deine Mudder Bremen","Disckick","15","7","Vorrunde A","Open 2. Liga Nord","1","open2n","Bremen",
"2019-07-28 10:40:00",,,"Goldfingers","Caracals","15","13","Vorrunde A","Open 2. Liga Nord","1","open2n","Bremen",
"2019-07-28 12:20:00",,,"Drehst'n Deckel","Deine Mudder Bremen","13","15","Vorrunde A","Open 2. Liga Nord","1","open2n","Bremen",
"2019-07-28 14:00:00",,,"Goldfingers","Frühsport 0,2","15","10","Vorrunde A","Open 2. Liga Nord","1","open2n","Bremen",
"2019-07-28 09:00:00",,,"Drehst'n Deckel","TeKielas","15","9","Vorrunde A","Open 2. Liga Nord","2","open2n","Bremen",
"2019-07-28 10:40:00",,,"Frühsport 0,2","Hard2Fisch","8","15","Vorrunde A","Open 2. Liga Nord","2","open2n","Bremen",
"2019-07-28 12:20:00",,,"Disckick","TeKielas","9","15","Vorrunde A","Open 2. Liga Nord","2","open2n","Bremen",
"2019-07-28 14:00:00",,,"Hard2Fisch","Caracals","15","12","Vorrunde A","Open 2. Liga Nord","2","open2n","Bremen",
"2019-07-28 09:00:00",,,"Feldrenner","7Schwaben II","15","10","Vorrunde A","Open 2. Liga Süd","1","open2s","Bad Rappenau",
"2019-07-28 10:40:00",,,"Bad Raps","2MUCL","15","14","Vorrunde A","Open 2. Liga Süd","1","open2s","Bad Rappenau",
"2019-07-28 12:20:00",,,"Wolpertinger","Feldrenner","15","5","Vorrunde A","Open 2. Liga Süd","1","open2s","Bad Rappenau",
"2019-07-28 14:00:00",,,"Bad Raps","Gummibärchen","15","9","Vorrunde A","Open 2. Liga Süd","1","open2s","Bad Rappenau",
"2019-07-28 09:00:00",,,"Wolpertinger","Force Middle","15","10","Vorrunde A","Open 2. Liga Süd","2","open2s","Bad Rappenau",
"2019-07-28 10:40:00",,,"Gummibärchen","THW","15","8","Vorrunde A","Open 2. Liga Süd","2","open2s","Bad Rappenau",
"2019-07-28 12:20:00",,,"7Schwaben II","Force Middle","14","15","Vorrunde A","Open 2. Liga Süd","2","open2s","Bad Rappenau",
"2019-07-28 14:00:00",,,"THW","2MUCL","13","11","Vorrunde A","Open 2. Liga Süd","2","open2s","Bad Rappenau",
"2019-07-28 09:00:00",,,"EazyEastKoast","MULe","15","9","Pool A","Open 3. Liga NO","1","open3no","Magdeburg",
"2019-07-28 11:30:00",,,"Schleudertrauma","DJ Dahlem","0","15","Pool A","Open 3. Liga NO","1","open3no","Magdeburg",
"2019-07-28 14:00:00",,,"Mad Squid","Schleudertrauma","15","0","Pool A","Open 3. Liga NO","1","open3no","Magdeburg",
"2019-07-28 09:00:00",,,"DJ Dahlem","Mad Squid","10","15","Pool A","Open 3. Liga NO","2","open3no","Magdeburg",
"2019-07-28 11:30:00",,,"MULe","Mitteldeutscher Rundflug","12","15","Pool A","Open 3. Liga NO","2","open3no","Magdeburg",
"2019-07-28 14:00:00",,,"Mitteldeutscher Rundflug","EazyEastKoast","9","15","Pool A","Open 3. Liga NO","2","open3no","Magdeburg",
"2019-07-28 09:00:00",,,"Wer(f)wölfle","Spice Boyz","10","15","Pool A","Open 3. Liga Süd","1","open3s","Würzburg",
"2019-07-28 11:30:00",,,"Schwabing Frisbee Buam e.V.","FrankPauli","15","10","Pool A","Open 3. Liga Süd","1","open3s","Würzburg",
"2019-07-28 14:00:00",,,"Sturm und Drang","Schwabing Frisbee Buam e.V.","15","8","Pool A","Open 3. Liga Süd","1","open3s","Würzburg",
"2019-07-28 09:00:00",,,"FrankPauli","Sturm und Drang","10","15","Pool A","Open 3. Liga Süd","2","open3s","Würzburg",
"2019-07-28 11:30:00",,,"Spice Boyz","Paradisco","4","15","Pool A","Open 3. Liga Süd","2","open3s","Würzburg",
"2019-07-28 14:00:00",,,"Paradisco","Wer(f)wölfle","15","5","Pool A","Open 3. Liga Süd","2","open3s","Würzburg",
"2019-08-31 09:00:00",,,"Maultaschen","Ars Ludendi","8","15","Pool B","Mixed 1. Liga","1","mixed1","Frankfurt am Main",
"2019-08-31 10:40:00",,,"Sugar Mix","Colorado","15","12","Pool A","Mixed 1. Liga","1","mixed1","Frankfurt am Main",
"2019-08-31 12:20:00",,,"Zamperl","Mainzelrenner","9","15","Pool B","Mixed 1. Liga","1","mixed1","Frankfurt am Main",
"2019-08-31 14:00:00",,,"Die 7 Todsünden","Tiefseetaucher","15","7","Pool A","Mixed 1. Liga","1","mixed1","Frankfurt am Main",
"2019-08-31 16:10:00","Pool A 5","Pool B 8","Tiefseetaucher","Zamperl","12","15","Pool C","Mixed 1. Liga","1","mixed1","Frankfurt am Main",
"2019-08-31 17:50:00","Pool A 2","Pool B 3","Colorado","Disconnection","15","10","Playoffs 1-8","Mixed 1. Liga","1","mixed1","Frankfurt am Main",
"2019-08-31 09:00:00",,,"Disconnection","Zamperl","15","6","Pool B","Mixed 1. Liga","2","mixed1","Frankfurt am Main",
"2019-08-31 10:40:00",,,"Disckick","Die 7 Todsünden","15","13","Pool A","Mixed 1. Liga","2","mixed1","Frankfurt am Main",
"2019-08-31 12:20:00",,,"Ars Ludendi","Hässliche Erdferkel","14","13","Pool B","Mixed 1. Liga","2","mixed1","Frankfurt am Main",
"2019-08-31 14:00:00",,,"Colorado","Disc-o-Fever","15","4","Pool A","Mixed 1. Liga","2","mixed1","Frankfurt am Main",
"2019-08-31 16:10:00","Pool A 7","Pool B 6","ULMtimates","Frau Rauscher & the Bembelboys","15","12","Pool C","Mixed 1. Liga","2","mixed1","Frankfurt am Main",
"2019-08-31 17:50:00","Pool B 1","Pool A 4","Ars Ludendi","Die 7 Todsünden","13","9","Playoffs 1-8","Mixed 1. Liga","2","mixed1","Frankfurt am Main",
"2019-08-31 09:00:00",,,"Frau Rauscher & the Bembelboys","Hässliche Erdferkel","9","15","Pool B","Mixed 1. Liga","3","mixed1","Frankfurt am Main",
"2019-08-31 10:40:00",,,"Sturmflut","Disc-o-Fever","15","9","Pool A","Mixed 1. Liga","3","mixed1","Frankfurt am Main",
"2019-08-31 12:20:00",,,"Disconnection","Deine Mudder","15","10","Pool B","Mixed 1. Liga","3","mixed1","Frankfurt am Main",
"2019-08-31 14:00:00",,,"Disckick","ULMtimates","15","12","Pool A","Mixed 1. Liga","3","mixed1","Frankfurt am Main",
"2019-08-31 16:10:00","Pool B 5","Pool A 8","Deine Mudder","Disc-o-Fever","15","14","Pool D","Mixed 1. Liga","3","mixed1","Frankfurt am Main",
"2019-08-31 17:50:00","Pool A 1","Pool B 4","Sugar Mix","Mainzelrenner","12","15","Playoffs 1-8","Mixed 1. Liga","3","mixed1","Frankfurt am Main",
"2019-08-31 09:00:00",,,"Deine Mudder","Mainzelrenner","8","13","Pool B","Mixed 1. Liga","4","mixed1","Frankfurt am Main",
"2019-08-31 10:40:00",,,"ULMtimates","Tiefseetaucher","15","10","Pool A","Mixed 1. Liga","4","mixed1","Frankfurt am Main",
"2019-08-31 12:20:00",,,"Maultaschen","Frau Rauscher & the Bembelboys","11","13","Pool B","Mixed 1. Liga","4","mixed1","Frankfurt am Main",
"2019-08-31 14:00:00",,,"Sugar Mix","Sturmflut","15","10","Pool A","Mixed 1. Liga","4","mixed1","Frankfurt am Main",
"2019-08-31 16:10:00","Pool B 7","Pool A 6","Maultaschen","Disckick","11","15","Pool D","Mixed 1. Liga","4","mixed1","Frankfurt am Main",
"2019-08-31 17:50:00","Pool B 2","Pool A 3","Hässliche Erdferkel","Sturmflut","15","13","Playoffs 1-8","Mixed 1. Liga","4","mixed1","Frankfurt am Main",
"2019-08-31 09:00:00",,,"Endzonis","Tekielas","0","15","Pool A","Mixed 2. Liga Nord","1","mixed2n","Aachen",
"2019-08-31 10:40:00",,,"Bonobos","Hucks Ultimate Club Berlin","8","15","Pool A","Mixed 2. Liga Nord","1","mixed2n","Aachen",
"2019-08-31 12:20:00",,,"Frizzly Bears","Endzonis","15","0","Pool A","Mixed 2. Liga Nord","1","mixed2n","Aachen",
"2019-08-31 14:00:00",,,"Nullacht! Ultimate Münster","Bonobos","15","8","Pool A","Mixed 2. Liga Nord","1","mixed2n","Aachen",
"2019-08-31 16:30:00","Pool A 5","Pool A 8","Frizzly Bears","Endzonis","15","0","Round Robin 5-8","Mixed 2. Liga Nord","1","mixed2n","Aachen",
"2019-08-31 18:10:00","Pool A 1","Pool A 4","Nullacht! Ultimate Münster","Bonobos","15","6","Round Robin 1-4","Mixed 2. Liga Nord","1","mixed2n","Aachen",
"2019-08-31 09:00:00",,,"Frizzly Bears","Family Ultimate","15","6","Pool A","Mixed 2. Liga Nord","2","mixed2n","Aachen",
"2019-08-31 10:40:00",,,"Nullacht! Ultimate Münster","Frühmix","15","6","Pool A","Mixed 2. Liga Nord","2","mixed2n","Aachen",
"2019-08-31 12:20:00",,,"Family Ultimate","Tekielas","12","15","Pool A","Mixed 2. Liga Nord","2","mixed2n","Aachen",
"2019-08-31 14:00:00",,,"Frühmix","Hucks Ultimate Club Berlin","12","15","Pool A","Mixed 2. Liga Nord","2","mixed2n","Aachen",
"2019-08-31 16:30:00","Pool A 6","Pool A 7","Family Ultimate","Frühmix","13","15","Round Robin 5-8","Mixed 2. Liga Nord","2","mixed2n","Aachen",
"2019-08-31 18:10:00","Pool A 2","Pool A 3","Tekielas","Hucks Ultimate Club Berlin","12","15","Round Robin 1-4","Mixed 2. Liga Nord","2","mixed2n","Aachen",
"2019-08-31 09:00:00",,,"Frisbee Fieber","Next Generation","10","15","Pool A","Mixed 2. Liga Süd","1","mixed2s","DJK BFC Concordia, Ziegelstein",
"2019-08-31 10:40:00",,,"Paradisco Jena","Monaco Mix","8","15","Pool A","Mixed 2. Liga Süd","1","mixed2s","DJK BFC Concordia, Ziegelstein",
"2019-08-31 12:20:00",,,"Colorados","Frisbee Fieber","10","15","Pool A","Mixed 2. Liga Süd","1","mixed2s","DJK BFC Concordia, Ziegelstein",
"2019-08-31 14:00:00",,,"Wurfkultur Bamberg","Paradisco Jena","13","15","Pool A","Mixed 2. Liga Süd","1","mixed2s","DJK BFC Concordia, Ziegelstein",
"2019-08-31 16:30:00","Pool A 5","Pool A 8","Paradisco Jena","Colorados","15","6","Round Robin 5-8","Mixed 2. Liga Süd","1","mixed2s","DJK BFC Concordia, Ziegelstein",
"2019-08-31 18:10:00","Pool A 1","Pool A 4","Monaco Mix","Frisbee Fieber","15","13","Round Robin 1-4","Mixed 2. Liga Süd","1","mixed2s","DJK BFC Concordia, Ziegelstein",
"2019-08-31 09:00:00",,,"Colorados","Heidees","13","15","Pool A","Mixed 2. Liga Süd","2","mixed2s","DJK BFC Concordia, Ziegelstein",
"2019-08-31 10:40:00",,,"Wurfkultur Bamberg","Team Südsee","13","10","Pool A","Mixed 2. Liga Süd","2","mixed2s","DJK BFC Concordia, Ziegelstein",
"2019-08-31 12:20:00",,,"Heidees","Next Generation","12","13","Pool A","Mixed 2. Liga Süd","2","mixed2s","DJK BFC Concordia, Ziegelstein",
"2019-08-31 14:00:00",,,"Team Südsee","Monaco Mix","7","15","Pool A","Mixed 2. Liga Süd","2","mixed2s","DJK BFC Concordia, Ziegelstein",
"2019-08-31 16:30:00","Pool A 6","Pool A 7","Wurfkultur Bamberg","Heidees","15","13","Round Robin 5-8","Mixed 2. Liga Süd","2","mixed2s","DJK BFC Concordia, Ziegelstein",
"2019-08-31 18:10:00","Pool A 2","Pool A 3","Next Generation","Team Südsee","15","14","Round Robin 1-4","Mixed 2. Liga Süd","2","mixed2s","DJK BFC Concordia, Ziegelstein",
"2019-08-31 09:00:00",,,"BRLO Ultmte Berlin","Hund Flach Werfen","15","13","Pool A","Mixed 3. Liga NO","1","mixed3no","Berlin",
"2019-08-31 10:40:00",,,"Hallunken","Drehst'n Deckel","13","15","Pool A","Mixed 3. Liga NO","1","mixed3no","Berlin",
"2019-08-31 12:20:00",,,"Griffin's Lehre","BRLO Ultmte Berlin","9","15","Pool A","Mixed 3. Liga NO","1","mixed3no","Berlin",
"2019-08-31 14:00:00",,,"Goldfingers","Hallunken","13","14","Pool A","Mixed 3. Liga NO","1","mixed3no","Berlin",
"2019-08-31 16:30:00","Pool A 5","Pool A 8","Drehst'n Deckel","Griffin's Lehre","10","15","Round Robin 5-8","Mixed 3. Liga NO","1","mixed3no","Berlin",
"2019-08-31 09:00:00",,,"Griffin's Lehre","Saxy Divers","13","15","Pool A","Mixed 3. Liga NO","2","mixed3no","Berlin",
"2019-08-31 10:40:00",,,"Goldfingers","Red Eagles","13","15","Pool A","Mixed 3. Liga NO","2","mixed3no","Berlin",
"2019-08-31 12:20:00",,,"Saxy Divers","Hund Flach Werfen","14","13","Pool A","Mixed 3. Liga NO","2","mixed3no","Berlin",
"2019-08-31 14:00:00",,,"Red Eagles","Drehst'n Deckel","11","15","Pool A","Mixed 3. Liga NO","2","mixed3no","Berlin",
"2019-08-31 16:30:00","Pool A 6","Pool A 7","Red Eagles","Goldfingers","12","10","Round Robin 5-8","Mixed 3. Liga NO","2","mixed3no","Berlin",
"2019-08-31 09:00:00",,,"Fischkutter","Hamburg Alsters","14","13","Pool A","Mixed 3. Liga NW","1","mixed3nw","Hamburg",
"2019-08-31 10:40:00",,,"DU bist Frisbee","Hamburg Sturmflut 2","15","13","Pool A","Mixed 3. Liga NW","1","mixed3nw","Hamburg",
"2019-08-31 12:20:00",,,"Göttinger 7","Fischkutter","15","7","Pool A","Mixed 3. Liga NW","1","mixed3nw","Hamburg",
"2019-08-31 14:00:00",,,"Endzonengammler Essen","DU bist Frisbee","13","15","Pool A","Mixed 3. Liga NW","1","mixed3nw","Hamburg",
"2019-08-31 16:30:00","Pool A 5","Pool A 8","Endzonengammler Essen","Hamburg Alsters","8","15","Round Robin 1-4","Mixed 3. Liga NW","1","mixed3nw","Hamburg",
"2019-08-31 09:00:00",,,"Göttinger 7","Bonnsai","15","4","Pool A","Mixed 3. Liga NW","2","mixed3nw","Hamburg",
"2019-08-31 10:40:00",,,"Endzonengammler Essen","Funatics","12","11","Pool A","Mixed 3. Liga NW","2","mixed3nw","Hamburg",
"2019-08-31 12:20:00",,,"Bonnsai","Hamburg Alsters","15","6","Pool A","Mixed 3. Liga NW","2","mixed3nw","Hamburg",
